,"Trans Date and
Time",Value Date,Transaction Details,"Ref/Cheque
No",Debit,Credit,Balance,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,"Trans Date and
Value Date
Time","Ref/Cheque
Debit
Credit
Balance
No",Unnamed: 6
18,,,"POS-VISA/UMBRELLA THE SUPER STOZIR
-ZIRA/1103133898",,,,,,13/04/21,,,223.00,,13/04/21 18:57,,"376,342.31Cr"
19,,,UPI/MOB/110410774812/UPI,,,,,,14/04/21,,,"1,000.00",,14/04/21 10:32,,"375,342.31Cr"
20,,,UPI/MOB/110410199308/WAMassSender,,,,,,14/04/21,,,275.00,,14/04/21 10:49,,"375,067.31Cr"
21,,,UPI/MOB/110511405367/UPI,,,,,,15/04/21,,,"1,000.00",,15/04/21 11:11,,"374,067.31Cr"
22,,,"POS-VISA/CHANDEL FILLING
STATIOPARWANOO/1105121857",,,,,,15/04/21,,,500.00,,15/04/21 17:42,,"373,567.31Cr"
23,,,UPI/MOB/110519149400/UPI,,,,,,15/04/21,,,70.00,,15/04/21 19:00,,"373,497.31Cr"
0,,,,,,,,,,,,,,,,
1,,,"UPI/MOB/110519169646/Rewarded for
using Google Pay",,,,,,15/04/21,,,,5.00,15/04/21 19:01,,"373,502.31Cr"
2,,,UPI/MOB/110519367663/UPI,,,,,,15/04/21,,,330.00,,15/04/21 19:10,,"373,172.31Cr"
3,,,UPI/MOB/110520350425/UPI,,,,,,15/04/21,,,30.00,,15/04/21 20:18,,"373,142.31Cr"
4,,,POS-VISA/MEHFIL/110516413294,,,,,,15/04/21,,,"1,274.00",,15/04/21 22:04,,"371,868.31Cr"
5,,,UPI/MOB/110608727498/UPI Transaction,,,,,,16/04/21,,,500.00,,16/04/21 08:28,,"371,368.31Cr"
6,,,UPI/MOB/110610967305/UPI,,,,,,16/04/21,,,"1,300.00",,16/04/21 10:30,,"370,068.31Cr"
7,,,UPI/MOB/110611493075/udhaar,,,,,,16/04/21,,,"5,500.00",,16/04/21 11:36,,"364,568.31Cr"
8,,,UPI/MOB/110611513993/UPI,,,,,,16/04/21,,,500.00,,16/04/21 11:37,,"364,068.31Cr"
9,,,UPI/MOB/110709514049/UPI Transaction,,,,,,17/04/21,,,"1,000.00",,17/04/21 09:13,,"363,068.31Cr"
10,,,UPI/MOB/110713206772/udhaar wapis,,,,,,17/04/21,,,,"6,000.00",17/04/21 13:33,,"369,068.31Cr"
11,,,"IMPS-RIB/Fund Trf/110717079509/lav
gupta/157087803952INDB/",,,,,,17/04/21,,,"25,000.00",,17/04/21 17:21,,"344,068.31Cr"
12,,,UPI/MOB/110718637671/UPI,,,,,,17/04/21,,,163.00,,17/04/21 18:26,,"343,905.31Cr"
13,,,"POS-VISA/KRISHAN KUMAR
GARG/110718740547",,,,,,17/04/21,,,450.00,,17/04/21 18:31,,"343,455.31Cr"
14,,,UPI/MOB/110811556832/UPI,,,,,,18/04/21,,,"1,000.00",,18/04/21 11:24,,"342,455.31Cr"
15,,,"REF/POS-VISA/CHANDEL
FILLING/885095/150421",,,,,,18/04/21,,,,3.75,18/04/21 15:35,,"342,459.06Cr"
16,,,"IMPS-RIB/Fund Trf/110917296823/lav
gupta/157087803952INDB/",,,,,,19/04/21,,,"17,000.00",,19/04/21 17:24,,"325,459.06Cr"
17,,,"UPI/MOB/110917404814/collect-pay-
request",,,,,,19/04/21,,,"12,030.00",,19/04/21 17:50,,"313,429.06Cr"
18,,,"UPI/MOB/110919602593/mover packer
advance",,,,,,19/04/21,,,"1,000.00",,19/04/21 19:08,,"312,429.06Cr"
19,,,"UPI/MOB/111010217954/collect-pay-
request",,,,,,20/04/21,,,"12,028.00",,20/04/21 10:36,,"300,401.06Cr"
20,,,"IMPS-MOB/Fund
Trf/111020650027/34116625/15708780395
2/",,,,,,20/04/21,,,,"17,600.00",20/04/21 20:54,,"318,001.06Cr"
21,,,UPI/MOB/111100700402/final payment,,,,,,21/04/21,,,"5,000.00",,21/04/21 00:49,,"313,001.06Cr"
22,,,UPI/MOB/111111040233/broker fees,,,,,,21/04/21,,,"7,000.00",,21/04/21 11:15,,"306,001.06Cr"
23,,,"ATM-NFS/CASH WITHDRAWAL/DSS-184
,/111113009927",,,,,,21/04/21,,,"3,000.00",,21/04/21 13:25,,"303,001.06Cr"
0,21/04/21 13:25,21/04/21,"ATM-NFS/WITHDRAWAL REVERSED/DSS-
184 ,/111113009927",,,"3,000.00","306,001.06Cr",,,,,,,,,
1,21/04/21 13:28,21/04/21,"ATM-NFS/CASH
WITHDRAWAL/INDUSIND/111113026790",,"3,000.00",,"303,001.06Cr",,,,,,,,,
2,21/04/21 14:00,21/04/21,UPI/MOB/111114726796/UPI,,"1,000.00",,"302,001.06Cr",,,,,,,,,
3,21/04/21 15:31,21/04/21,UPI/MOB/111115583785/UPI,,200.00,,"301,801.06Cr",,,,,,,,,
4,21/04/21 17:26,21/04/21,UPI/MOB/111117468126/UPI,,220.00,,"301,581.06Cr",,,,,,,,,
5,21/04/21 17:28,21/04/21,"POS-VISA/ATO*RAJESH AND
CO/111117745912",,"1,700.00",,"299,881.06Cr",,,,,,,,,
6,21/04/21 19:44,21/04/21,UPI/MOB/111119634000/UPI,,605.00,,"299,276.06Cr",,,,,,,,,
7,22/04/21 11:27,22/04/21,UPI/MOB/111211352390/UPI,,"3,200.00",,"296,076.06Cr",,,,,,,,,
8,22/04/21 12:09,22/04/21,UPI/MOB/111212291987/UPI,,300.00,,"295,776.06Cr",,,,,,,,,
9,22/04/21 16:03,22/04/21,"ATM-NFS/CASH
WITHDRAWAL/INDUSIND/111216021653",,"1,500.00",,"294,276.06Cr",,,,,,,,,
10,22/04/21 18:52,22/04/21,"POS-VISA/KRISHAN KUMAR
GARG/111218419967",,450.00,,"293,826.06Cr",,,,,,,,,
11,22/04/21 20:23,22/04/21,UPI/MOB/111220910116/UPI,,185.00,,"293,641.06Cr",,,,,,,,,
12,23/04/21 03:11,23/04/21,"UPI/MOB/111303415077/Rewarded for
using Google Pay",,,5.00,"293,646.06Cr",,,,,,,,,
13,23/04/21 03:11,23/04/21,"UPI/MOB/111303415526/Rewarded for
using Google Pay",,,2.00,"293,648.06Cr",,,,,,,,,
14,23/04/21 03:11,23/04/21,"UPI/MOB/111303415904/Rewarded for
using Google Pay",,,6.00,"293,654.06Cr",,,,,,,,,
15,23/04/21 13:24,23/04/21,UPI/MOB/111313157065/UPI,,630.00,,"293,024.06Cr",,,,,,,,,
16,23/04/21 13:28,23/04/21,UPI/MOB/111313238111/UPI,,200.00,,"292,824.06Cr",,,,,,,,,
17,23/04/21 14:27,23/04/21,UPI/MOB/111314505766/UPI,,500.00,,"292,324.06Cr",,,,,,,,,
18,23/04/21 18:27,23/04/21,"POS-VISA/JAI HIND FILLING
STATISOLAN/111318819334",,"1,000.00",,"291,324.06Cr",,,,,,,,,
19,23/04/21 20:14,23/04/21,"POS-VISA/ATO*RAJESH AND
CO/111320049343",,900.00,,"290,424.06Cr",,,,,,,,,
20,23/04/21 20:27,23/04/21,UPI/MOB/111320372602/UPI,,350.00,,"290,074.06Cr",,,,,,,,,
21,23/04/21 20:42,23/04/21,UPI/MOB/111320707563/UPI,,100.00,,"289,974.06Cr",,,,,,,,,
22,24/04/21 09:49,24/04/21,UPI/MOB/111409755866/UPI,,1.00,,"289,973.06Cr",,,,,,,,,
23,24/04/21 13:40,24/04/21,UPI/MOB/111413327072/UPI,,460.00,,"289,513.06Cr",,,,,,,,,
24,24/04/21 13:42,24/04/21,ATM-NFS/CASH WITHDRAWAL/SBP,,"7,000.00",,"282,513.06Cr",,,,,,,,,
0,,,DHARA/111413006654,,,,,,,,,,,,,
1,,,"REF/POS-VISA/JAI HIND
FILLIN/134304/230421",,,,,,24/04/21,,,,7.5,24/04/21 17:14,,"282,520.56Cr"
2,,,"POS-VISA/ATO*RAJESH AND
CO/111519087447",,,,,,25/04/21,,,450.00,,25/04/21 19:32,,"282,070.56Cr"
3,,,POS-VISA/RAMESH SERVICE/111514197180,,,,,,25/04/21,,,"1,000.00",,25/04/21 19:34,,"281,070.56Cr"
4,,,UPI/MOB/111520986251/UPI,,,,,,25/04/21,,,370.00,,25/04/21 20:17,,"280,700.56Cr"
5,,,UPI/MOB/111612089011/UPI,,,,,,26/04/21,,,"1,000.00",,26/04/21 12:50,,"279,700.56Cr"
6,,,"UPI/MOB/111612105019/Rewarded for using
Google Pay",,,,,,26/04/21,,,,51.0,26/04/21 12:51,,"279,751.56Cr"
7,,,UPI/MOB/111613137205/final payment,,,,,,26/04/21,,,"12,000.00",,26/04/21 13:35,,"267,751.56Cr"
8,,,UPI/MOB/111614255674/UPI,,,,,,26/04/21,,,70.00,,26/04/21 14:26,,"267,681.56Cr"
9,,,"POS-VISA/UMBRELLA THE SUPER STOZIR
-ZIRA/1116135164",,,,,,26/04/21,,,432.00,,26/04/21 18:53,,"267,249.56Cr"
10,,,"POS-VISA/KRISHAN KUMAR
GARG/111618285829",,,,,,26/04/21,,,780.00,,26/04/21 18:58,,"266,469.56Cr"
11,,,"REF/POS-VISA/RAMESH SERVICE
/375122/250421",,,,,,27/04/21,,,,7.5,27/04/21 16:26,,"266,477.06Cr"
12,,,"ATM-NFS/CASH WITHDRAWAL/PEER
MUCH/111717017522",,,,,,27/04/21,,,"3,000.00",,27/04/21 17:26,,"263,477.06Cr"
13,,,UPI/MOB/111722559233/UPI,,,,,,27/04/21,,,"1,957.00",,27/04/21 22:54,,"261,520.06Cr"
14,,,UPI/MOB/111722579761/UPI,,,,,,27/04/21,,,"1,846.00",,27/04/21 22:56,,"259,674.06Cr"
15,,,UPI/MOB/111723610163/UPI,,,,,,27/04/21,,,"1,574.00",,27/04/21 23:00,,"258,100.06Cr"
16,,,"UPI/MOB/111723737151/You are paying for
an Amazon",,,,,,27/04/21,,,464.55,,27/04/21 23:09,,"257,635.51Cr"
17,,,UPI/MOB/111816954066/UberRide,,,,,,28/04/21,,,93.00,,28/04/21 16:17,,"257,542.51Cr"
18,,,UPI/MOB/111816581539/AirtelMoney,,,,,,28/04/21,,,200.00,,28/04/21 16:52,,"257,342.51Cr"
19,,,UPI/MOB/111819427705/UPI,,,,,,28/04/21,,,590.00,,28/04/21 19:49,,"256,752.51Cr"
20,,,UPI/MOB/111912931159/UPI,,,,,,29/04/21,,,"2,000.00",,29/04/21 12:16,,"254,752.51Cr"
21,,,UPI/MOB/111913090794/UberRide,,,,,,29/04/21,,,81.00,,29/04/21 13:08,,"254,671.51Cr"
22,,,UPI/MOB/111913122304/UPI,,,,,,29/04/21,,,"7,000.00",,29/04/21 13:09,,"247,671.51Cr"
23,,,UPI/MOB/112013855370/UPI,,,,,,30/04/21,,,300.00,,30/04/21 13:30,,"247,371.51Cr"
24,,,"UPI/MOB/112013868141/Earned for using
Google Pay",,,,,,30/04/21,,,,4.0,30/04/21 13:30,,"247,375.51Cr"
0,30/04/21 17:24,30/04/21,"POS-VISA/HPCL ADHOC TRUCK SUPP
PANCHKUL/1120118466",,992.50,,"246,383.01Cr",,,,,,,,,
1,30/04/21 18:26,30/04/21,UPI/MOB/112018346603/UPI,,350.00,,"246,033.01Cr",,,,,,,,,
2,30/04/21 19:08,30/04/21,"POS-VISA/ATO*RAJESH AND
CO/112019581010",,680.00,,"245,353.01Cr",,,,,,,,,
3,30/04/21 19:08,30/04/21,"POS-VISA/ATO*RAJESH AND
CO/112019581941",,680.00,,"244,673.01Cr",,,,,,,,,
4,30/04/21 19:16,30/04/21,UPI/MOB/112019629484/UPI,,335.00,,"244,338.01Cr",,,,,,,,,
5,01/05/21 10:19,01/05/21,UPI/MOB/112110548723/UPI,,"3,000.00",,"241,338.01Cr",,,,,,,,,
6,01/05/21 12:37,01/05/21,UPI/MOB/112112034845/UPI,,570.00,,"240,768.01Cr",,,,,,,,,
7,01/05/21 19:18,01/05/21,UPI/MOB/112119758056/UPI,,252.00,,"240,516.01Cr",,,,,,,,,
8,01/05/21 19:21,01/05/21,UPI/MOB/112119829785/UPI,,240.00,,"240,276.01Cr",,,,,,,,,
9,02/05/21 11:41,02/05/21,UPI/MOB/112211718345/Refund,,,"1,574.00","241,850.01Cr",,,,,,,,,
10,02/05/21 12:17,02/05/21,UPI/MOB/112212479167/RBOX,,600.00,,"241,250.01Cr",,,,,,,,,
11,02/05/21 16:49,02/05/21,"POS-VISA/ATO*RAJESH AND
CO/112216496651",,680.00,,"240,570.01Cr",,,,,,,,,
12,02/05/21 22:35,02/05/21,UPI/MOB/112222165417/UPI,,349.00,,"240,221.01Cr",,,,,,,,,
13,03/05/21 10:37,03/05/21,"ATM-NFS/CASH WITHDRAWAL/SBP
DHARA/112310004136",,"6,000.00",,"234,221.01Cr",,,,,,,,,
14,03/05/21 10:38,03/05/21,"ATM-NFS/WITHDRAWAL REVERSED/SBP
DHARA/112310004136",,,"6,000.00","240,221.01Cr",,,,,,,,,
15,03/05/21 10:38,03/05/21,"ATM-NFS/CASH WITHDRAWAL/SBP
DHARA/112310024710",,"5,000.00",,"235,221.01Cr",,,,,,,,,
16,03/05/21 13:59,03/05/21,UPI/MOB/112313204615/RBOX,,"3,000.00",,"232,221.01Cr",,,,,,,,,
17,03/05/21 15:04,03/05/21,UPI/MOB/112315705832/UPI,,140.00,,"232,081.01Cr",,,,,,,,,
18,03/05/21 15:49,03/05/21,UPI/MOB/112315688663/UPI,,240.00,,"231,841.01Cr",,,,,,,,,
19,03/05/21 19:20,03/05/21,"POS-VISA/ATO*RAJESH AND
CO/112319964587",,"1,360.00",,"230,481.01Cr",,,,,,,,,
20,03/05/21 19:26,03/05/21,UPI/MOB/112319715121/UPI,,455.00,,"230,026.01Cr",,,,,,,,,
21,03/05/21 20:01,03/05/21,UPI/MOB/112320869001/UPI,,50.00,,"229,976.01Cr",,,,,,,,,
22,03/05/21 20:05,03/05/21,"UPI/MOB/112320970330/MAOJAZATECH
NOLOGYPRIVATELIMIT",,600.00,,"229,376.01Cr",,,,,,,,,
23,03/05/21 20:11,03/05/21,UPI/MOB/112320138380/UPI,,"1,000.00",,"228,376.01Cr",,,,,,,,,
24,03/05/21 20:18,03/05/21,UPI/MOB/112320359536/UPI,,"1,000.00",,"227,376.01Cr",,,,,,,,,
0,03/05/21 21:30,03/05/21,UPI/MOB/112321907722/UPI,,,200.0,"227,576.01Cr",,,,,,,,,
1,04/05/21 10:51,04/05/21,UPI/MOB/112410700303/UPI,,50.00,,"227,526.01Cr",,,,,,,,,
2,04/05/21 11:49,04/05/21,"IMPS-MOB/Fund
Trf/112411047310/ADVANTEOTECHSOL/19
742050000003/",,,246.0,"227,772.01Cr",,,,,,,,,
3,04/05/21 12:17,04/05/21,UPI/MOB/112412984408/UPI,,"1,400.00",,"226,372.01Cr",,,,,,,,,
4,04/05/21 14:41,04/05/21,"POS-VISA/A AND K
ENTERPRISES/112409010230",,"3,000.00",,"223,372.01Cr",,,,,,,,,
5,04/05/21 16:39,04/05/21,UPI/MOB/112416968685/UPI,,"3,000.00",,"220,372.01Cr",,,,,,,,,
6,04/05/21 16:48,04/05/21,UPI/MOB/112416173304/UberRide,,74.00,,"220,298.01Cr",,,,,,,,,
7,04/05/21 18:06,04/05/21,UPI/MOB/112418936589/UPI Transaction,,600.00,,"219,698.01Cr",,,,,,,,,
8,05/05/21 07:44,05/05/21,UPI/MOB/112507981938/UberRide,,130.00,,"219,568.01Cr",,,,,,,,,
9,05/05/21 07:46,05/05/21,UPI/MOB/112507008302/UPI,,"6,500.00",,"213,068.01Cr",,,,,,,,,
10,05/05/21 09:36,05/05/21,"POS-VISA/A AND K
ENTERPRISES/112504005828",,"1,319.00",,"211,749.01Cr",,,,,,,,,
11,05/05/21 09:54,05/05/21,"POS-VISA/KRISHAN KUMAR
GARG/112509130533",,550.00,,"211,199.01Cr",,,,,,,,,
12,05/05/21 10:04,05/05/21,"POS-VISA/UMBRELLA THE SUPER STOZIR
-ZIRA/1125042500",,935.00,,"210,264.01Cr",,,,,,,,,
13,05/05/21 10:10,05/05/21,UPI/MOB/112510650701/Verified Merchant,,155.00,,"210,109.01Cr",,,,,,,,,
14,05/05/21 11:57,05/05/21,UPI/MOB/112511052945/Upi Transaction,,600.00,,"209,509.01Cr",,,,,,,,,
15,05/05/21 18:28,05/05/21,"UPI/MOB/112518294888/DIVYAM
INFRACON PVT LTD",,600.00,,"208,909.01Cr",,,,,,,,,
16,06/05/21 13:13,06/05/21,UPI/MOB/112613713918/AirtelMoney,,200.00,,"208,709.01Cr",,,,,,,,,
17,06/05/21 13:24,06/05/21,UPI/MOB/112613094352/Purplehues Life,,600.00,,"208,109.01Cr",,,,,,,,,
18,06/05/21 17:16,06/05/21,UPI/MOB/112617454564/UPI,,"1,000.00",,"207,109.01Cr",,,,,,,,,
19,06/05/21 18:42,06/05/21,UPI/MOB/112618362067/UPI,,230.00,,"206,879.01Cr",,,,,,,,,
20,06/05/21 18:59,06/05/21,"POS-VISA/ATO*RAJESH AND
CO/112618561046",,"1,950.00",,"204,929.01Cr",,,,,,,,,
21,06/05/21 19:13,06/05/21,UPI/MOB/112619124177/UPI,,320.00,,"204,609.01Cr",,,,,,,,,
22,07/05/21 19:03,07/05/21,UPI/MOB/112719169619/UPI,,360.00,,"204,249.01Cr",,,,,,,,,
23,08/05/21 14:01,08/05/21,"ATM-NFS/CASH WITHDRAWAL/Modern
Dh/112814378032",,"9,000.00",,"195,249.01Cr",,,,,,,,,
24,08/05/21 16:40,08/05/21,POS-VISA/KRISHNA FOODS/112811320256,,898.00,,"194,351.01Cr",,,,,,,,,
0,09/05/21 12:30,09/05/21,POS-VISA/CY-DCL.COM/112907405340,,75.24,,"194,275.77Cr",,,,,,,,,
1,09/05/21 13:01,09/05/21,POS-VISA/CY-DCL.COM/112907601279,,146.72,,"194,129.05Cr",,,,,,,,,
2,09/05/21 15:26,09/05/21,UPI/MOB/112915176113/refund-request,,,"5,493.00","199,622.05Cr",,,,,,,,,
3,09/05/21 15:27,09/05/21,UPI/MOB/112915177154/refund-request,,,"5,493.00","205,115.05Cr",,,,,,,,,
4,09/05/21 15:27,09/05/21,UPI/MOB/112915177428/refund-request,,,"3,435.00","208,550.05Cr",,,,,,,,,
5,09/05/21 15:48,09/05/21,POS-VISA/MEHFIL/112910756919,,473.00,,"208,077.05Cr",,,,,,,,,
6,10/05/21 12:34,10/05/21,UPI/MOB/113012358971/UPI,,215.00,,"207,862.05Cr",,,,,,,,,
7,11/05/21 04:53,11/05/21,"Charge:Cash Wdl at Other
ATM/Inv0604211475885161/10-APR-2021",,20.00,,"207,842.05Cr",,,,,,,,,
8,11/05/21 04:53,11/05/21,"CGST on Charge:Cash Wdl at Other
ATM/Inv0604211475885161/10-APR-2021",,1.80,,"207,840.25Cr",,,,,,,,,
9,11/05/21 04:53,11/05/21,"SGST on Charge:Cash Wdl at Other
ATM/Inv0604211475885161/10-APR-2021",,1.80,,"207,838.45Cr",,,,,,,,,
10,11/05/21 07:27,11/05/21,"Charge:Cash Wdl at Other
ATM/Inv0604211524583361/13-APR-2021",,20.00,,"207,818.45Cr",,,,,,,,,
11,11/05/21 07:27,11/05/21,"CGST on Charge:Cash Wdl at Other
ATM/Inv0604211524583361/13-APR-2021",,1.80,,"207,816.65Cr",,,,,,,,,
12,11/05/21 07:27,11/05/21,"SGST on Charge:Cash Wdl at Other
ATM/Inv0604211524583361/13-APR-2021",,1.80,,"207,814.85Cr",,,,,,,,,
13,11/05/21 11:28,11/05/21,"Charge:Cash Wdl at Other
ATM/Inv0604211588709551/21-APR-2021",,20.00,,"207,794.85Cr",,,,,,,,,
14,11/05/21 11:28,11/05/21,"CGST on Charge:Cash Wdl at Other
ATM/Inv0604211588709551/21-APR-2021",,1.80,,"207,793.05Cr",,,,,,,,,
15,11/05/21 11:28,11/05/21,"SGST on Charge:Cash Wdl at Other
ATM/Inv0604211588709551/21-APR-2021",,1.80,,"207,791.25Cr",,,,,,,,,
16,11/05/21 12:39,11/05/21,"ATM-NFS/CASH
WITHDRAWAL/INDUSIND/113112014483",,"4,000.00",,"203,791.25Cr",,,,,,,,,
17,11/05/21 12:53,11/05/21,"POS-VISA/KRISHAN KUMAR
GARG/113112960903",,550.00,,"203,241.25Cr",,,,,,,,,
18,11/05/21 13:21,11/05/21,"Charge:Cash Wdl at Other
ATM/Inv0604211595552171/22-APR-2021",,20.00,,"203,221.25Cr",,,,,,,,,
19,11/05/21 13:21,11/05/21,"CGST on Charge:Cash Wdl at Other
ATM/Inv0604211595552171/22-APR-2021",,1.80,,"203,219.45Cr",,,,,,,,,
20,11/05/21 13:21,11/05/21,"SGST on Charge:Cash Wdl at Other
ATM/Inv0604211595552171/22-APR-2021",,1.80,,"203,217.65Cr",,,,,,,,,
21,11/05/21 13:36,11/05/21,UPI/MOB/113113040781/Purplehues Life,,600.00,,"202,617.65Cr",,,,,,,,,
22,11/05/21 13:53,11/05/21,UPI/MOB/113113151968/UPI,,,"5,000.00","207,617.65Cr",,,,,,,,,
0,11/05/21 17:55,11/05/21,UPI/MOB/113117601261/AirtelMoney,,400.00,,"207,217.65Cr",,,,,,,,,
1,12/05/21 16:25,12/05/21,"POS-VISA/UMBRELLA THE SUPER STOZIR
-ZIRA/1132106603",,932.00,,"206,285.65Cr",,,,,,,,,
2,12/05/21 16:33,12/05/21,"POS-VISA/KRISHAN KUMAR
GARG/113216437738",,"1,100.00",,"205,185.65Cr",,,,,,,,,
3,12/05/21 16:40,12/05/21,POS-VISA/DAILY MART 20/113211562023,,312.00,,"204,873.65Cr",,,,,,,,,
4,12/05/21 16:46,12/05/21,"REF/VISA POS/CY-D/INT TXN
DIFF/112907601279/210509",,,.54,"204,874.19Cr",,,,,,,,,
5,12/05/21 17:15,12/05/21,"POS-VISA/CHANDEL FILLING
STATIOPARWANOO/1132119984",,"1,000.00",,"203,874.19Cr",,,,,,,,,
6,12/05/21 17:53,12/05/21,UPI/MOB/113217073534/UPI,,75.00,,"203,799.19Cr",,,,,,,,,
7,13/05/21 08:48,13/05/21,UPI/MOB/113308256321/UPI,,50.00,,"203,749.19Cr",,,,,,,,,
8,13/05/21 14:25,13/05/21,"ATM-NFS/CASH WITHDRAWAL/SBP
DHARA/113314009642",,"3,000.00",,"200,749.19Cr",,,,,,,,,
9,13/05/21 14:28,13/05/21,UPI/MOB/113314946697/UPI,,320.00,,"200,429.19Cr",,,,,,,,,
10,13/05/21 15:21,13/05/21,UPI/MOB/113315901527/UPI,,249.00,,"200,180.19Cr",,,,,,,,,
11,14/05/21 08:23,14/05/21,UPI/MOB/113408536402/UPI,,50.00,,"200,130.19Cr",,,,,,,,,
12,14/05/21 11:39,14/05/21,UPI/MOB/113411631464/UPI,,20.00,,"200,110.19Cr",,,,,,,,,
13,14/05/21 15:29,14/05/21,UPI/MOB/113415064751/UPI,,370.00,,"199,740.19Cr",,,,,,,,,
14,15/05/21 09:50,15/05/21,UPI/MOB/113509355319/UPI,,,100.00,"199,840.19Cr",,,,,,,,,
15,15/05/21 09:52,15/05/21,UPI/MOB/113509383741/UPI,,,"6,900.00","206,740.19Cr",,,,,,,,,
16,15/05/21 13:51,15/05/21,"ATM-NFS/CASH WITHDRAWAL/Modern
Dh/113513378566",,"10,000.00",,"196,740.19Cr",,,,,,,,,
17,15/05/21 13:52,15/05/21,"ATM-NFS/WITHDRAWAL
REVERSED/Modern Dh/113513378566",,,"10,000.00","206,740.19Cr",,,,,,,,,
18,15/05/21 13:52,15/05/21,"ATM-NFS/CASH WITHDRAWAL/Modern
Dh/113513378568",,"5,000.00",,"201,740.19Cr",,,,,,,,,
19,15/05/21 13:53,15/05/21,"ATM-NFS/WITHDRAWAL
REVERSED/Modern Dh/113513378568",,,"5,000.00","206,740.19Cr",,,,,,,,,
20,15/05/21 13:59,15/05/21,"ATM-NFS/CASH WITHDRAWAL/SBP
DHARA/113513001521",,"10,000.00",,"196,740.19Cr",,,,,,,,,
21,15/05/21 16:27,15/05/21,"REF/POS-VISA/CHANDEL
FILLING/800702/120521",,,7.50,"196,747.69Cr",,,,,,,,,
22,16/05/21 09:16,16/05/21,UPI/MOB/113609696397/UPI,,50.00,,"196,697.69Cr",,,,,,,,,
23,16/05/21 12:48,16/05/21,POS-VISA/PAYU MONEY/113607164399,,765.36,,"195,932.33Cr",,,,,,,,,
0,,,,,,,,,,,,,,,,
1,,,UPI/MOB/101217833704/Upi Transaction,,,,,,12/01/21,,,500.00,,12/01/21 17:49,,"56,390.84Cr"
2,,,"POS-VISA/PETRO INDIA FILLING
STPANCHAKU/1012133296",,,,,,12/01/21,,,500.00,,12/01/21 18:46,,"55,890.84Cr"
3,,,"ATM-NFS/CASH
WITHDRAWAL/INDUSIND/101219023614",,,,,,12/01/21,,,500.00,,12/01/21 19:02,,"55,390.84Cr"
4,,,"POS-VISA/KRISHAN KUMAR
GARG/101219506343",,,,,,12/01/21,,,150.00,,12/01/21 19:04,,"55,240.84Cr"
5,,,UPI/MOB/101313997359/Upi Transaction,,,,,,13/01/21,,,"1,000.00",,13/01/21 13:15,,"54,240.84Cr"
6,,,"REF/POS-VISA/GOOGLE ADWORDS
/003809/120121",,,,,,13/01/21,,,,1.00,13/01/21 15:28,,"54,241.84Cr"
7,,,"POS-VISA/KRISHAN KUMAR
GARG/101318149056",,,,,,13/01/21,,,150.00,,13/01/21 18:57,,"54,091.84Cr"
8,,,UPI/MOB/101412226439/Upi Transaction,,,,,,14/01/21,,,"1,000.00",,14/01/21 12:44,,"53,091.84Cr"
9,,,"REF/POS-VISA/PETRO INDIA
FIL/599762/120121",,,,,,14/01/21,,,,3.75,14/01/21 15:09,,"53,095.59Cr"
10,,,UPI/MOB/101415967765/Advance,,,,,,14/01/21,,,"1,000.00",,14/01/21 15:21,,"52,095.59Cr"
11,,,UPI/MOB/101416942307/2nd advance,,,,,,14/01/21,,,500.00,,14/01/21 16:09,,"51,595.59Cr"
12,,,UPI/MOB/101416104701/UberRide,,,,,,14/01/21,,,129.00,,14/01/21 16:17,,"51,466.59Cr"
13,,,UPI/MOB/101417072419/UberRide,,,,,,14/01/21,,,29.00,,14/01/21 17:02,,"51,437.59Cr"
14,,,UPI/MOB/101418607398/3rd layment,,,,,,14/01/21,,,500.00,,14/01/21 18:10,,"50,937.59Cr"
15,,,"POS-VISA/JAI HIND FILLING
STATISOLAN/101419049581",,,,,,14/01/21,,,500.00,,14/01/21 19:00,,"50,437.59Cr"
16,,,POS-VISA/RAJESH AND CO/101413326371,,,,,,14/01/21,,,550.00,,14/01/21 19:05,,"49,887.59Cr"
17,,,"ATM-NFS/CASH WITHDRAWAL/SBP
DHARA/101419028964",,,,,,14/01/21,,,"3,000.00",,14/01/21 19:32,,"46,887.59Cr"
18,,,"POS-VISA/UMBRELLA THE SUPER
STOZIRAKPUR/1015080314",,,,,,15/01/21,,,444.00,,15/01/21 14:14,,"46,443.59Cr"
19,,,UPI/MOB/101515405972/UPI,,,,,,15/01/21,,,"1,800.00",,15/01/21 15:07,,"44,643.59Cr"
20,,,"ATM-NFS/CASH
WITHDRAWAL/INDUSIND/101518028867",,,,,,15/01/21,,,"3,000.00",,15/01/21 18:37,,"41,643.59Cr"
21,,,"IMPS-MOB/Fund
Trf/101612628280/34116625/15708780395
2/",,,,,,16/01/21,,,,20.00,16/01/21 12:24,,"41,663.59Cr"
22,,,"UPI/MOB/101614186023/mahableshwar
booking",,,,,,16/01/21,,,,"13,000.00",16/01/21 14:22,,"54,663.59Cr"
23,,,UPI/MOB/101617172220/BhartiAirtelServic,,,,,,16/01/21,,,500.00,,16/01/21 17:17,,"54,163.59Cr"
0,16/05/21 18:01,16/05/21,UPI/MOB/113618870708/UPI,,510.00,,"195,422.33Cr",,,,,,,,,
